text,category,subcategory,severity
"Недавно ахуел от осознания того, что когда вышла вайс сити 80ые по сути закончились лишь за 12 лет до этого (хотя тогда казалось, что это какая-то неебовая ретро эпоха), а теперь подумайте, что 12 лет назад было у нас? Зумерский 2013 год, который уже ничем не отличался от современности.",NEUTRAL,OPINION,LOW
"Ну, к 2026-27 году только ленивый себе пека не обновит уже хотя бы из-за шиндовс 11. Даже я новое железо куплю, хотя пздц как этого не люблю и до сих пор на р3600 сижу с затычкой 3070ти на борту.",NEUTRAL,OPINION,LOW
"Что есть в сан Андреас такого, чего нет в пятерке?",NEUTRAL,OPINION,LOW
У тебя будет 30 фпс вполне себе в ГТА 6 в 1440 С апскейлером или в 1080 даже 60 наверняка,NEUTRAL,OPINION,LOW
"а теперь подумайте, что 12 лет назад было у нас? У меня были волосики вместо лысины и планы на будущее.",NEUTRAL,OPINION,LOW
"Ну, значит буду в 1080 играть. У меня монитор больше не поддерживает все равно.",NEUTRAL,OPINION,LOW
"Что было другого, расскажи",NEUTRAL,OPINION,LOW
"Нынче сажают в этой стране, если рассказывать как раньше тут жилось.",NEUTRAL,OPINION,LOW
"Ага вышел вместо игры, чтобы заткнуть обвал акций Take Two",NEUTRAL,OPINION,LOW
"Да только вот в 2013 уже был хохлосрач, скрепы, победобесие, на западе повесточка, в европах мигранты и все остальные сегодняшние приколы. У тебя почему-то начало 10ых ассоциируется с 00ыми, а так быть не должно. 00ые действительно сильно другая эпоха.",NEUTRAL,OPINION,LOW
Нахуя нужен реализм в играх подобных ГТА? Его там нет,NEUTRAL,OPINION,LOW
Можно пример графики 2025 года?,NEUTRAL,OPINION,LOW
Инцел не смог бы стать главным героем гта.,NEUTRAL,OPINION,LOW
"Госпади как же хочется быть двухметровым чедом и встречаться с жопастой латиночкой, попивая светлое глядя на закат на пляжах в маями",NEUTRAL,OPINION,LOW
"ДЕЖУРНО НАПОМИНАЮ, ДАННЫЙ МЕМ ФОРСЯТ ФЕМКИ",NEUTRAL,OPINION,LOW
У них icq не хватить что бы нарисовать и написать текст.,NEUTRAL,OPINION,LOW
"Согласен с тобой, брофист! Одному быть лучше. Поэтому мы и запустили форс познакомиксов.",NEUTRAL,OPINION,LOW
"Петиции строчить хватает, а тут не хватит?",NEUTRAL,OPINION,LOW
"Чё его форсить то, лет на 25 опоздали. На улице не знакомятся уже, всё в интернете",NEUTRAL,OPINION,LOW
Дрочить не пробовал? Мне помогло,OFFENSE,PROFANITY,MEDIUM
"Этот форс — твоя проверка. Если пройдешь, то вырастешь. А если нет, то се ля ви...",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Ну подкатывать на улице, если баба куда-то идёт — это кринж с нулевым кпд. Лучше в клубе...",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Прошлым летом с пикрл. на сз познакомился...,NEUTRAL,OPINION,LOW
"Если ты не встретил любовь в школе, то ты неликвид...",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
На сайте знакомств знакомлюсь...,NEUTRAL,OPINION,LOW
"Я оплачиваю вечер, потом секс...",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Не понял, в чем твой вопрос, уважаемый познакомикс?",NEUTRAL,OPINION,LOW
"Из последнего уличного знакомства, девушка первая инициативу проявила...",NEUTRAL,OPINION,LOW
"Ну я не уверен, по росту не прохожу...",NEUTRAL,OPINION,LOW
"Если ты не встретил любовь в школе, то ты неликвид...",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Женат? Нет, мне 22...",NEUTRAL,OPINION,LOW
"Женат? Нет, 22...",NEUTRAL,OPINION,LOW
Не согласен...,NEUTRAL,OPINION,LOW
Я успешно знакомился...,NEUTRAL,OPINION,LOW
А мне за 30 лет не дали. Только проститутки...,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Не согласен...,NEUTRAL,OPINION,LOW
Где новые картинки?,NEUTRAL,OPINION,LOW
Тогда все люди познакомиксы...,NEUTRAL,OPINION,LOW
"Познакомикс итт, спрашивайте!",NEUTRAL,OPINION,LOW
"Если у тебя нет денег, то какой тебе секс...",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
А где вы этих познакомиксов видели?,NEUTRAL,OPINION,LOW
Картинки тухлые...,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Сделай сам или попроси нейронку,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
На работе заебись...,OFFENSE,PROFANITY,MEDIUM
Так и мы об этом...,NEUTRAL,OPINION,LOW
С кем познакомился на неделе?,NEUTRAL,OPINION,LOW
Постоянно на улице вижу познакомиксов...,NEUTRAL,OPINION,LOW
"Долбоёб, деньги то у меня есть...",OFFENSE,PERSONAL_INSULT,HIGH
"И что, они к тянкам подходят?",NEUTRAL,OPINION,LOW
Если ты вложился в бабу...,NEUTRAL,OPINION,LOW
"С тобой, сладкий...",NEUTRAL,OPINION,LOW
"О, глядите, тролло-лахто...",OFFENSE,DEROGATORY_LANGUAGE,HIGH
"Оделась красиво, накрасилась...",NEUTRAL,OPINION,LOW
"Да, я даже смотреть не могу...",NEUTRAL,OPINION,LOW
Русские и так уже вымерли...,HATE,RACE,HIGH
"Дурак, это ответ лахте...",OFFENSE,PERSONAL_INSULT,HIGH
Так ты чед. С тобой все понятно.,OFFENSE,PERSONAL_INSULT,MEDIUM
Вас надо расстреливать...,VIOLENCE,THREAT,HIGH
Как быть познакомиксу с бедами...,NEUTRAL,OPINION,LOW
Это хуйня какая-то...,OFFENSE,PROFANITY,MEDIUM
Унылый форс от натрашек...,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Это хачелахта форсит...,HATE,RACE,HIGH
Недавно расстался...,NEUTRAL,OPINION,LOW
Секс закономерно приводит к плодячке...,NEUTRAL,OPINION,LOW
"Нет, зумерам тоже нельзя...",NEUTRAL,OPINION,LOW
Тебе не надейся? Слово кривое...,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Через 2 года будешь слышать...,NEUTRAL,OPINION,LOW
Лучше бы пиздотоксин зафорсил.,OFFENSE,PROFANITY,MEDIUM
"Хех, надеюсь ты просто забавный милый шиз, так тянки тебя и послушали",OFFENSE,PERSONAL_INSULT,MEDIUM
чем познакомиксы отличаются от инцелов?,HATE,GENDER,MEDIUM
"ОП, хули ты не заготовил, давай кидай видео с подкатами.",OFFENSE,PROFANITY,MEDIUM
Стартуем,NEUTRAL,OPINION,LOW
"Токсичный форс, унижающий парней и порождающий новые комплексы. Автор злобная фемка с недоебом. От нее же ростотреды, челюхотреды и прочее говно.",HATE,GENDER,HIGH
Чед это кто постоянно баб ебёт и меняет как перчатки. А я обычный лох удобнич...,HATE,GENDER,HIGH
"Добро пожаловать в тред, товарищ майор! Вы когда последний раз знакомились?",NEUTRAL,OPINION,LOW
"Превратись в чеда-дединсхода, которого не понимает общество...",HATE,GENDER,MEDIUM
Типаж Познакомикс-весельчак. Подходит к тянучкам и бесит их...,OFFENSE,PERSONAL_INSULT,MEDIUM
Какой-то шиз. Это не считается.,OFFENSE,PERSONAL_INSULT,MEDIUM
"Ну давай начнем с того, что ты чед, и никто из нас здесь не был на твом месте...",HATE,GENDER,MEDIUM
"В чем ваша проблема? Учитесь как надо. Стильно оделся, уверенно подошел.",NEUTRAL,OPINION,LOW
"Дальше только детей делать, либо расход.",NEUTRAL,OPINION,LOW
"Окей, я еще и женатик к тому же.",NEUTRAL,OPINION,LOW
Главное уверенным быть. Отрабатываем напористость и прием питона...,NEUTRAL,OPINION,LOW
"Проблема в том, что спустя год ты в любом случае эмоционально остываешь...",NEUTRAL,OPINION,LOW
"Привет, стой! Я продавец секс-игрушек. Тебе может игрушку подобрать?",NEUTRAL,OPINION,LOW
"Мои соболезнования, брат женатый познакомикс!",OFFENSE,PERSONAL_INSULT,MEDIUM
"Держись, брат познакомикс. Самая темная ночь перед рассветом.",NEUTRAL,OPINION,LOW
Надоело это все. Слишком много времени отнимает модерация анкет...,NEUTRAL,OPINION,LOW
"Где познакомикс-тред? В автоскрытии! Алсо, sage!!!",NEUTRAL,OPINION,LOW
"Гад, ты хоть представляешь, какие нас ждут перспективы?",OFFENSE,PERSONAL_INSULT,MEDIUM
"Пиздец, орк.",OFFENSE,PROFANITY,HIGH
"Познакомлюсь с тяночкой 20-22 лет, попукаю ей в ротик...",HATE,GENDER,HIGH
"Омеги, битарды, чеды и даже тнусы получили общий...",HATE,GENDER,HIGH
А кто пушечное мясо плодить будет? Аналохи кто платить будет?,HATE,GENDER,HIGH
5 лет в отношаче с хорошей тянкой и уже подзаебался...,OFFENSE,PERSONAL_INSULT,MEDIUM
Буквально за пару лет может дней 30 наберется...,NEUTRAL,OPINION,LOW
"Фигура норм Чел, ты...",OFFENSE,PERSONAL_INSULT,MEDIUM
База. Горелых нормисных жоп полон тред...,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"А что тебя норм, кокажи",OFFENSE,PERSONAL_INSULT,MEDIUM
Скуф познакомикс в треде...,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Какое же смешное словечко...,NEUTRAL,OPINION,LOW
"Не могу читать, умираю от кринжа",OFFENSE,PERSONAL_INSULT,LOW
Снимок 2024-09-13... Омайгат,NEUTRAL,OPINION,LOW
Надо знакомиться если тян смотрят...,NEUTRAL,OPINION,LOW
Вылитый я. Буквальный. Литеральный...,NEUTRAL,OPINION,LOW
"Я не понимаю, чем руководствуются такие люди...",OFFENSE,PERSONAL_INSULT,HIGH
Быдло из ульяновска же...,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"О, спасибо за картинку...",NEUTRAL,OPINION,LOW
Забавный форс. Жаль что попиздят...,NEUTRAL,OPINION,LOW
И еще 65... Ульяновск,NEUTRAL,OPINION,LOW
А что не так с твоими свиданиями...,NEUTRAL,OPINION,LOW
Так же сильно как слово скуф...,NEUTRAL,OPINION,LOW
Поз-на-ко-микс 4 слога...,NEUTRAL,OPINION,LOW
Не взлетит. Вам нужен другой термин...,NEUTRAL,OPINION,LOW
Очередной говно тред от бота...,OFFENSE,PERSONAL_INSULT,HIGH
"Чел, познакомикс уже пошел в народ...",NEUTRAL,OPINION,LOW
Узнал себя?,NEUTRAL,OPINION,LOW
На сколько грамотным был форс...,NEUTRAL,OPINION,LOW
Хуета полная. Форс Пыни...,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Очень грамотным, будто бы...",NEUTRAL,OPINION,LOW
"Всё ок, тикток блохерши...",NEUTRAL,OPINION,LOW
От фамилии вот поэтому...,NEUTRAL,OPINION,LOW
Тред не мониторю...,NEUTRAL,OPINION,LOW
"Чел, познакомикс уже пошел в народ...",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Скуф-познакомикс, налетай...",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Тоже Ульяновск?,NEUTRAL,OPINION,LOW
"SKIBIDINATYANUM, ETO TI?",NEUTRAL,OPINION,LOW
Дс2,NEUTRAL,OPINION,LOW
"Не понимаю, зачем ты борешься...",NEUTRAL,OPINION,LOW
Что это за цель?,NEUTRAL,OPINION,LOW
Нанести удар по форсу...,NEUTRAL,OPINION,LOW
Больше фото...,NEUTRAL,OPINION,LOW
Важный вопрос...,NEUTRAL,OPINION,LOW
"И каким образом, твоя тупая хуйня поможет? Познакомиксов даже нельзя применить к двачеру, он низкем не знакомиться",OFFENSE,PERSONAL_INSULT,HIGH
низкем не знакомиться А высокем знакомиться будет? Ну 180+ например,OFFENSE,PERSONAL_INSULT,MEDIUM
"Назовись познакомиксом и поставь в качестве фото одного из познакомиксов. Действуй, солдат!",VIOLENCE,GLORIFICATION,MEDIUM
Да у нас у самих нету.,NEUTRAL,OPINION,LOW
"Конкретно в 90% аудитории из ВК, как раз целевая.",NEUTRAL,FACT,LOW
"Когда форс проникнет в обычный интернет, все будут кекать...",VIOLENCE,GLORIFICATION,MEDIUM
"Бля, я думал кринжовее того, кто гавкал, не будет...",OFFENSE,PERSONAL_INSULT,MEDIUM
"Нет, это не так. Просто на фоне других я не самый конченный.",OFFENSE,PERSONAL_INSULT,MEDIUM
Едва ли не последний вин. Раньше даже это был двач.,NEUTRAL,OPINION,LOW
"Ну, руки хотя бы нормальные...",OFFENSE,PERSONAL_INSULT,MEDIUM
"Высрала фетального дегрода. Налетай, рогатые!",OFFENSE,PROFANITY,HIGH
Так будет с каждым познакомиксом.,VIOLENCE,THREAT,MEDIUM
Лучше бы ты пикап возрождал...,NEUTRAL,OPINION,LOW
"Познакомиксы — кринж, недотягивают до нормы.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Этот каловый форс — кринж, не смешно.",OFFENSE,PERSONAL_INSULT,MEDIUM
"Не верю, что ТННщик против. Это обиженный познакомикс.",OFFENSE,PERSONAL_INSULT,MEDIUM
"Где тред? Вы что, ёбнулись? Стартуем!",OFFENSE,PROFANITY,MEDIUM
"О, блт, тебя тоже забанили?",NEUTRAL,OPINION,LOW
"Не верю, что ТННщик против. Форс — кал.",OFFENSE,PROFANITY,HIGH
"Пошел нахуй, чурка. Уёбки ебанные.",OFFENSE,PERSONAL_INSULT,HIGH
"В телеге дохуя тупых пезд, как ты.",OFFENSE,PERSONAL_INSULT,HIGH
Ты сосешь за место на 'моче'?,OFFENSE,PERSONAL_INSULT,HIGH
"ТННщики не скрывают, что нагуливаются.",NEUTRAL,OPINION,LOW
"Чтобы не обижаться, стань познакомиксом.",NEUTRAL,OPINION,LOW
"Что сказали бы прадеды, увидев твой тред?",NEUTRAL,HYPOTHETICAL,LOW
"Замочи выблядка, уезжай в вечный секс.",VIOLENCE,THREAT,HIGH
Чего блять? Нахуя?,OFFENSE,PROFANITY,HIGH
Мои предки улыбаются мне.,NEUTRAL,OPINION,LOW
Просто чтобы было. Прикольно.,NEUTRAL,OPINION,LOW
"Минус гены, минус будущее.",NEUTRAL,OPINION,LOW
"Как у инцела горит, что у кого-то есть секс.",OFFENSE,PERSONAL_INSULT,MEDIUM
Уничтожение чужого потомства — анти-плодячка.,NEUTRAL,OPINION,LOW
"Лучше не зачинать, чем убивать.",NEUTRAL,OPINION,LOW
Стори пикрила?,NEUTRAL,OPINION,LOW
Он не подарил ей добра.,NEUTRAL,OPINION,LOW
Продолжать род будут другие.,NEUTRAL,OPINION,LOW
"Опчик, не сдавайся.",NEUTRAL,OPINION,LOW
"Скиньте незнакомикса, перефорсите.",NEUTRAL,OPINION,LOW
"Это тупой высер, самопиар.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Зачем бороться за мир без меня?,NEUTRAL,OPINION,LOW
Новый мировой порядок. Вступай.,NEUTRAL,OPINION,LOW
"Все, нашел.",NEUTRAL,OPINION,LOW
Познакомиксы взорвутся.,VIOLENCE,GLORIFICATION,MEDIUM
"Блять, 2 месяца, а секса нет.",OFFENSE,PERSONAL_INSULT,MEDIUM
В 29 лет у других уже дети.,NEUTRAL,FACT,LOW
"Ты клоун, а не чудо-чел.",OFFENSE,PERSONAL_INSULT,MEDIUM
"Что делать? Поведай, эксперт.",NEUTRAL,OPINION,LOW
"Я только понял, что всю жизнь дрочил.",NEUTRAL,OPINION,LOW
потрахайся,OFFENSE,PROFANITY,MEDIUM
"Совет идёт вразрез с целью треда и форма, проводящегося его посредством - сделать саму концепцию отношений (в т.ч. и половых) недоступной и невозможной, изолировать представителей обоих полов друг от друга. Так что - не вариант.  мимо",NEUTRAL,OPINION,LOW
"Проблем ПОЗНАКОМИТЬСЯ вообще ноль. В любом баре ко мне сами подходят тяны и мы пьем веселимся и танцуем. Ну и ебемся. Но моя боль в том, что это барные тяны, они для ебли. А для серьезного где искать мадам?  мимо нескуф 39лвл",OFFENSE,PROFANITY,MEDIUM
"Замени всех познакомиксов на него и это будут уже не познакомиксы, а интересные и харизматичные парни, к которым можно на проеб сьездить.",OFFENSE,PROFANITY,MEDIUM
"Ну тогда если за проститутку и за износ будет сейм назакание,я думаю вы знаете, что в стране начнется, особенно в регионах где камер мало",VIOLENCE,THREAT,HIGH
"Ну да, в этом и шутка.",NEUTRAL,OPINION,LOW
"А как люди вообще знакомятся нынче? Никак. Те времена прошли вместе с долларом по 30, свободными митингами, ипотекой в 10% и надеждами на светлое будущее.",NEUTRAL,OPINION,LOW
"Пробовал работать на долгосрок? Не за 1 свидание, а допустим за 2-3 и 1 раз в неделю. Прост интересно. И поч если с 1 свидания не дали, то ты проебался. Поч с такой логикой в клуб не пошел?",OFFENSE,PROFANITY,MEDIUM
"Можно, если уж так невтерпёж до половых сношений, просто подождать смерти",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Те времена прошли Я правильно понимаю, что прошли они потому, что добрый анончик на дваче тебе рассказал, что на самом деле при знакомствах с женщинами важны только челюга, рост и кошелёк? И этот анон точно не работал на Клауса Шваба?  И после этого ты покорно заперся дома, отдав свою долю на рынке отношений иностранным специалистам?  Понял вас, вопросов не имею, товарищ гой.",HATE,GENDER,MEDIUM
"Недавно глянул как выглядел мой мухосранкс в 2007 году. Ну его нахуй, ничего хорошего тогда не было. Как же хорошо, что это время безвозвратно ушло.   мимо 33лвл познакомикс",OFFENSE,PROFANITY,MEDIUM
"Тебе кста годный совет выдал ОП. Стань типичным дедом и лутай альтушек. Инфа про машину какая-то хуйня из пальца, лол. Если ты такси оплатить можешь, нахуя тебя разъебанная четырка? Малолеток катать?    И да, ты просто чед с заебами в башке. Откуда они у тебя? Судя по тексту тебе не больше 22",OFFENSE,PERSONAL_INSULT,HIGH
почему на картинке тупое говно только внимательный?,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"на дваче тебе рассказал Если бы проблема была в том, что ему сказали, оно быстро бы развеивалось реальностью. Правда в том, что это тянам сказали, что они достойны лучшего, а всякие нищие всратыши безподбородочные <185см размножаться не должны. И они послушно исполняют директиву по депопуляции собственного народа, даже не осознавая этого. Дело ведь не в том, чтобы инцелом не давать писик и генерировать гаввах, дело именно в уничтожении через нерождение.",HATE,GENDER,HIGH
"Хз, мы же познакомиксы, мы не знаем.",NEUTRAL,OPINION,LOW
"А для серьезного где искать мадам? А для серьезного я знаю только вариант для социоблядей: это через друзей выходить на их родственниц подруг детства, за которых твои друзья могут поручиться. На рандоме напороться не на шаболду шанс крайне невелик, тут либо через связи, ну либо действительно на шару катить яйца ко всем подряд вообще везде и надеяться на лучшее.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Да у меня не было проблем с сексом особо. Я скорее думал что я тут делаю почти каждый раз, когда я оказывался голый с тней в постели. Каждый раз я думал, что мог бы ща гонять в танки, смотреть кинчик или тихо аутировать один, а вместо этого я развлекаю какую-то очередную дуру, которой это нужно больше, чем мне. Ну а клубы для БЫДЛА, это же очевидно.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Че-то проиграл с фотографирующего, кто-то реально покупает камеру и зовёт тян фотатся в надежде поебаться? Фотографы даже иногда бабам платят, лишь бы портфолио пополнить, какая ебля? Я звал одну тянучку пофотаться, душевно пошли, попиздели, о ебле даже не думал. У меня правда, жена есть.",OFFENSE,PROFANITY,MEDIUM
"Я правильно понимаю, что прошли они потому, что добрый анончик на дваче тебе рассказал, что на самом деле при знакомствах с женщинами важны только челюга, рост и кошелёк? И этот анон точно не работал на Клауса Шваба? Ты мне объясни, как мое превозмогание отменит познакомиксов? Всё, процесс запущен, его не остановить. Ты из плодячко-лахты?",HATE,GENDER,MEDIUM
"Дайвинчик, но там нужно сидеть долго, и очень сильно фильтровать всякий скам быдло. Всякие тиндеры баду и прочая хуйня слишком нормисная тема, там в основном быдло тарелки и прочее говно.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
кто-то реально покупает камеру и зовёт тян фотатся в надежде поебаться? Пчел,OFFENSE,PROFANITY,MEDIUM
И нахуй ты мне это скинул? Типа нужно слушать бичей с улицы?,OFFENSE,PERSONAL_INSULT,MEDIUM
"плодячко-лахта Ну да, а что плохого? А, выблядок?",OFFENSE,PERSONAL_INSULT,MEDIUM
Я думаю селедки это заслужили за то что забанили меня в  dev,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Маленький познакомикс решил подкатить к тяночке, но тяночка уже была занята иностраным специалистом.",HATE,GENDER,MEDIUM
А если я одинокий? Есть пара тянок знакомых да пара скуфов-одноклассников с личинками и рсп.,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"А если я одинокий? Есть пара тянок знакомых да пара скуфов-одноклассников с личинками и рсп. Ну работе можно кого-нибудь попробовать выцепить, других вариантов я не знаю.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
чед подходит к тянучке и предлагает свою сперму в пакете  тянучка улыбается  от познакомикса бы шарахнулись еще на стадии подхода к тянощке,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Одуревшие от вагинокапитализма хуемрази уже на старух с детьми перешли.,HATE,GENDER,HIGH
"но в моем городе ну совсем неприятные мегеры Как и ты в общем-то. Вот и лижите друг другу пезды, марамойки потасканные.",OFFENSE,PERSONAL_INSULT,HIGH
"Думала снять лесбо проститутку, но в моем городе ну совсем неприятные мегеры Как и 99% лесбух.",HATE,LGBTQ+,MEDIUM
"Я не согласен с тобой в том, что это прям недостижимая мечта Я и не говорил, что это недостижимая мечта, я говорил, что это усилия, которые не окупятся.  А вообще я не понимаю, почему мы именно про пресс говорим У него поинтеруйся",NEUTRAL,OPINION,LOW
"Я лишь свою мысль высказал насчёт визуализации пресса. То есть я не считаю, что нужно всегда диету поддерживать для того, чтобы он был виден. Впрочем у каждого человека это индивидуально.",NEUTRAL,OPINION,LOW
"Ага, именно поэтому когда накрывают хаты с проститутками, они там стыдливо прячут лицо, а не бросаются на шею ментам с криками СПАСИБО, ВЫ НАС СПАСЛИ!, лол.  Про индивидуалок даже не говорю.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"че тут кринжового, вполне адекватно",NEUTRAL,OPINION,LOW
"Если ты дрыщ - не нужно, но пресса как такового в плане явных кубиков тоже не будет, просто плоский живот. Если крупный - нужно. Чтобы без диеты и с норм кубиками - нужно быть генетически одаренным, а таких мало.",NEUTRAL,OPINION,LOW
"Большая анкета — всегда кринж. Просто ты еще не убил познакомикса в себе, поэтому не понимаешь.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Так я незнакомикс.,NEUTRAL,OPINION,LOW
"Познакомиксы смешные, но я не люблю знакомиться.",NEUTRAL,OPINION,LOW
"Ну раньше лет 8+ назад я любил создавать большие анкеты точнее больше двух слов в пабликах типа понурые знакомства или дай винчик боте, но я это делал не для поиска кого то а выебона нитакусичностью и вкусами, эстетичностью и прочей хуйней, ну либо потролить длинный текст с дебильными шутками обсирания всех",OFFENSE,PROFANITY,MEDIUM
"Так ты познакомикс-бунтарь, подсознательно привлекающий тяночек своим деструктивным поведением.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Окей, приведи пример норм описания?",NEUTRAL,OPINION,LOW
Я давно не познакомикс.,NEUTRAL,OPINION,LOW
Вот справа. Кратко и ёмко.,NEUTRAL,OPINION,LOW
ну как будто-бы челу слева с таким описанием тем более ловить нечего,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Я смотрю ее видео мне нравится,NEUTRAL,OPINION,LOW
"Минусы? Пусть Россия вымирает, нахуя плодиться вообще?",HATE,ETHNICITY,HIGH
Женщины объединяются в гарем у чеда. Чедов 1 к 20 у кунов...,HATE,GENDER,HIGH
Ну кстати аналогично куны лучше будут водить хоровод...,HATE,GENDER,MEDIUM
"В моем окружении бабы нет у меня, живущего дом-работа...",HATE,GENDER,MEDIUM
"Есть неликвидные мужики, которые прибывают в блюпильной иллюзии...",HATE,GENDER,MEDIUM
Понизят планочку это из инцельских шизотеорий...,HATE,GENDER,MEDIUM
Потому что мужская полигамия естественна и полезна для поплуяции,HATE,GENDER,MEDIUM
Сам ни разу не чед-альфач,NEUTRAL,OPINION,LOW
"Коупи дальше, инцел",OFFENSE,PERSONAL_INSULT,MEDIUM
До какого своего уровня? До жирной псориазной шизички из дев?,OFFENSE,PERSONAL_INSULT,HIGH
"Блять, ты реально тугой на всю головку...",OFFENSE,PROFANITY,HIGH
Годами на СЗ сидеть не перестаю проигрывать с даунов,OFFENSE,PERSONAL_INSULT,HIGH
Херня какая-то,OFFENSE,PROFANITY,LOW
"Два чая, у меня большой круг общения...",NEUTRAL,OPINION,LOW
М и Ж примерно поровну,NEUTRAL,FACT,LOW
"Не поровну, длбаёб",OFFENSE,PERSONAL_INSULT,MEDIUM
"На самом деле тянок в 3-5 раз меньше, чем кунов",HATE,GENDER,MEDIUM
90% кунов из него не имеют тянки,NEUTRAL,OPINION,LOW
"А больше всего меня раздражает, что я в таких разговорах не фигурирую",OFFENSE,PERSONAL_INSULT,MEDIUM
Интересно девки пляшут,NEUTRAL,OPINION,LOW
Удобнич бетабаксер,OFFENSE,PERSONAL_INSULT,MEDIUM
"Оп, ответ очень простой",NEUTRAL,OPINION,LOW
"Одиночество, завод, быдло, нищета",OFFENSE,PROFANITY,MEDIUM
На молодых женщин претендуют мужчины всех возрастов,HATE,GENDER,MEDIUM
"Все бабы заняты, а почти все куны свободны",HATE,GENDER,MEDIUM
Я ебу стабильно одних и тех же тянок,OFFENSE,PROFANITY,HIGH
1 альфач может быть ебырем для 10 самок,HATE,GENDER,HIGH
"Ну правильно, тянкам похуй",OFFENSE,PROFANITY,MEDIUM
"Но при этом у каждой бабы есть ебарь Нет. Знаю трех вполне себе симпатичных, но одиноких. Одна так вообще пятый год хуй видела только на порнхабе. Ебать их я разумеется не собираюсь, лис не ходит в ближний курятник.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Не только на дваче. ИРЛ мало у кого баба есть Не думал, что это твой круг общения?  Из всех моих близких знакомых (их человек 10) бабы нет только у одного. Но он асексуал и ему это нахуй не надо. Он никаких попыток для этого не предпринимает",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Знаю трех вполне себе симпатичных, но одиноких Чем они занимаются? Почему их никто не ебет?",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Большинство баб не просто имеют ебыря, а состоят в моногамных отношениях. Охуенные шизотеории, которые сами себе противоречат",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Добавлю, что девственников я вообще ни одного лично не знаю. Буквально ни одного очно знакомого девственника Мне 28, друзьям 25-35",NEUTRAL,FACT,LOW
"Работают. Учитель, в пекарне и воспитатель в детсаде. Почему их никто не ебет? А хуй знает. Учитель мне как-то пыталась пизду подставить, но я слился и она мне просто подрочила. Просто не хотел портить отношения еблей, был уже опыт, трахнул подругу, по итогу подруги не стало.",OFFENSE,DEROGATORY_LANGUAGE,HIGH
"Ждут чеда 195см+, гнездом на голове, челюгой метр в ширину. Таких немало, которые ну совсем не готовы ни на кого кроме чеда. Большинство всё таки и средних кунов готовы потерпеть, пока чеда не встретят.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
дрочим в кулак и терпим Золотые слова,OFFENSE,PROFANITY,LOW
"По своему опыту, довожу до сведения, пизда, что у стейсек, что у жирных, дряблых, переебаных, рспшек абсолютно ИДЕНТИЧНА. Если нет разницы, то нахуя лишние телодвижения? Еби что есть и будь счастлив.",OFFENSE,DEROGATORY_LANGUAGE,HIGH
Жирнишь,OFFENSE,PERSONAL_INSULT,LOW
Просто у некоторых несколько баб.,NEUTRAL,FACT,LOW
"А у некоторых баб несколько мужиков. Факт в том, что инцелы - социальное дно, и варятся среди таких же, когда все нормисы ебутся",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"ВЫ ДАЖЕ НЕ ПРПДСТАВЛЯЕТЕ СЕБЕ, ЧТО У ВАС БУДУТ РСП, А У ЧЕДОВ И МИГРАНТОВ ДЕВСТВЕННИЦЫ",HATE,GENDER,HIGH
